SERIAL_CODE,EMS_ID,STATION_NAME,STATION_NAME_FULL,LOCATION,CITY,CATEGORY,STATION_ENVIRONMENT,STATION_OWNER,DATE_ESTABLISHED,NOTES,LATITUDE,LONGITUDE,HEIGHT.m.,STATUS,CGNDB
319,E217062,Gibsons Townhall,Gibsons Townhall,Townhall Roof,Gibsons,NON OPERATIONAL,Residential,INDUSTRY,10/15/2010,Station Closed 1994-12-31,49.4003,-123.5094,0,INACTIVE,N/A
291,E225265,Gold River Annex,Gold River Annex,390 Nimpkish,Gold River,NON OPERATIONAL,Industrial,INDUSTRY,1/1/1997,Station Closed 1998-11-09,49.7111,-126.0500,100,INACTIVE,N/A
292,0110203,Gold River Pumphouse,Gold River Pumphouse,At the pumphouse,Gold River,NON OPERATIONAL,Industrial,INDUSTRY,1/2/1977,Closed 1998-11-09,49.6914,-126.1178,3,INACTIVE,N/A
380,M120001,Golden Bear,Golden Bear,Bearskin Lake,Telegraph Creek,NON OPERATIONAL,Industrial,INDUSTRY,1/10/1993,Station closed 2000-03-17,58.2056,-132.2875,980,INACTIVE,N/A
356,E256894,Golden CPR,Golden CPR,CPR Yard,Golden,NON OPERATIONAL,Industrial,ENV,8/9/2004,Station closed 2006-10-03,51.2700,-116.9308,857,INACTIVE,N/A
357,E256895,Golden Golf Course,Golden Golf Course,576 Golf Course Road,Golden,NON OPERATIONAL,Forest,ENV,12/6/2010,Station closed 2006-11-23,51.3325,-117.0067,795,INACTIVE,N/A
433,E292149,Golden Helipad,Golden Helipad,835 9th Avenue South,Golden,OPERATIONAL,N/A,ENV,1/22/2013 11:41:40 AM,N/A,51.2975,-116.966,780,ACTIVE,N/A
17,E235070,Golden Hospital,Golden Hospital,835 9th Avenue South,Golden,NON OPERATIONAL,Residential,ENV,11/2/1999,PM2.5 and PM10 TEOM set to record at local temperature and pressure 2011-02-11   Site closed 2013-02-28,51.2958,-116.9716,773,INACTIVE,N/A
19,E243003,Golden Lady Grey School,Golden Lady Grey School Met_60,670 9th Street S,Golden,OPERATIONAL,Residential,ENV,11/22/2000,N/A,51.2956,-116.9717,773,ACTIVE,N/A
358,E256315,Golden Townsite,Golden Townsite,835 9th Avenue South,Golden,NON OPERATIONAL,Residential,ENV,12/7/2004,Station closed 2007-03-01,51.2978,-116.9672,855,INACTIVE,N/A
56,E262779,Grand Forks Airport,Grand Forks Airport Met_60,Cameron Avenue,Grand Forks,OPERATIONAL,Commercial,ENV,4/13/2006,N/A,49.0147,-118.4269,520,ACTIVE,N/A
57,E263701,Grand Forks City Hall,Grand Forks City Hall,2217 4th Street,Grand Forks,OPERATIONAL,Commercial; NAPS 104101,ENV,7/27/2006,PM2.5 TEOM set to record at local temperature and pressure 2011-02-21; installed ESC8816 2014-10-09 to stop missing data,49.031168,-118.439088,517,ACTIVE,N/A
342,E223885,Grand Forks Mobile,Grand Forks Mobile,625 69th Avenue,Grand Forks,NON OPERATIONAL,Residential,ENV,10/29/1996,Station closed 1997-11-02,49.0278,-118.4375,525,INACTIVE,N/A
268,E282369,Groundbirch MAML,Groundbirch MAML,RR269 south of 208,Groundbirch,MOBILE NON OPERATIONAL,Rural,ENV,6/22/2010,Mobile Air Monitoring Laboratory;;Station Closed 2010-07-18,55.7283,-120.8919,0,INACTIVE,N/A
293,E221800,Harmac Cedar,Harmac Cedar,Holden Corso Road,Nanaimo,NON OPERATIONAL,Industrial,INDUSTRY,4/21/1995,Station Closed 1996-11-12,49.1200,-123.8514,31,INACTIVE,N/A
453,E225377,Harmac Cedar Woobank,Harmac Cedar Woobank,1624 Woobank,Nanaimo,OPERATIONAL,Industry; NAPS 102103,INDUSTRY,2/21/1997,N/A,49.114165,-123.850165,25,ACTIVE,N/A
58,E225377,Harmac Cedar Woobank,Harmac Cedar Woobank_60,1624 Woobank,Nanaimo,NON OPERATIONAL,Industry,INDUSTRY,2/21/1997,N/A,49.1216,-123.8600,47,INACTIVE,N/A
468,E299790,Harmac Nanaimo Duke Point,Harmac Nanaimo Duke Point_60,750 Jackson Road,Nanaimo,OPERATIONAL,Industrial,INDUSTRY,10/3/2014,CR 10X; changed to Envidas Ultimate from Cedar Woodbank 2018-12-07,49.14522000,-123.87873000,10,INACTIVE,N/A
559,E299790,Harmac Nanaimo Dukepoint,Harmac Nanaimo Dukepoint,750 Jackson Road,Nanaimo,OPERATIONAL,Industrial,INDUSTRY,10/3/2014,CR 10X; changed to Envidas Ultimate from Cedar Woodbank 2018-12-07,49.14522000,-123.87873000,10,ACTIVE,N/A
294,E221801,Harmac Pacific,Harmac Pacific,333 Haliburton Road,Nanaimo,NON OPERATIONAL,Industrial,INDUSTRY,4/21/1995,Station Closed 1997-01-31,49.1578,-123.8450,32,INACTIVE,N/A
60,M102038,Harmac Pacific,Harmac Pacific Met_60,333 Haliburton Street,Nanaimo,OPERATIONAL,Commercial,INDUSTRY,2/25/1995,N/A,49.1352,-123.8475,23,ACTIVE,N/A
61,E226983,Harmac Treatment Pond,Harmac Treatment Pond_60,Harmac Mill,Nanaimo,NON OPERATIONAL,Industrial,INDUSTRY,1/7/1997,Station closed 2014-09-16 @1100 PST,49.1361,-123.8613,86,INACTIVE,N/A
257,E223756,Hope Airport,Hope Airport,62715 Airport Road,Hope,METRO VANCOUVER,Commercial,MVRD,8/15/1996,GVRD T029,49.3697,-121.4994,131,ACTIVE,N/A
320,E214615,Hope Firehall,Hope Firehall,3rd Avenue,Hope,NON OPERATIONAL,Residential,ENV,5/23/1991,Station Closed 1996-11-06,49.3796,-121.4416,0,INACTIVE,N/A
64,E254955,Hope Othello Compressor Station,Hope Othello Compressor Station_60,67301 Othello Road,Hope,OPERATIONAL,Industry,INDUSTRY,2/23/2004,N/A,49.3828,-121.3653,228,ACTIVE,N/A
269,E275843,Horseshoe Bay,Horseshoe Bay,6350 Marine Drive,West Vancouver,METRO VANCOUVER,Residential,MVRD,6/21/2010,GVRD T035,49.3686,-123.2766,65,ACTIVE,N/A
322,M104271,Horseshoe Bay,Horseshoe Bay Met,Horseshoe Bay Water Tower,Vancouver,NON OPERATIONAL,Residential,ENV,4/24/1985,Station Closed 1987-02-17,49.3738,-123.2797,0,INACTIVE,N/A
321,E207302,Horseshoe Bay,Horseshoe Bay_OLD,Isleview Road,Vancouver,NON OPERATIONAL,Residential,MVRD,12/17/1987,Station Closed 1991-01-27,49.3786,-123.2794,0,INACTIVE,N/A
437,M107004,Houston Firehall,Houston Firehall,3382 11th Street,Houston,OPERATIONAL,N/A,ENV,2/19/2013 12:52:54 PM,N/A,54.3972,-126.6450,594,ACTIVE,N/A
3,M107004,Houston Firehall,Houston Firehall_60,3382 11th Street,Houston,OPERATIONAL,Residential; NAPS 105101,ENV,11/21/1994,PM2.5 TEOM set to record at local temperature and pressure 2011-02-03;;PM10 TEOM set to record at local temperature and pressure 2011-02-16,54.398289,-126.641604,602,ACTIVE,N/A
479,E303935,Kamloops Aberdeen,Kamloops Aberdeen,2330 Pacific Way,Kamloops,NON OPERATIONAL,Ultimate,ENV,10/16/2015,Discontinued polling 2018-01-19,50.63694,-120.37207,857,INACTIVE,N/A
481,E303935,Kamloops Aberdeen,Kamloops Aberdeen_60,2330 Pacific Way,Kamloops,NON OPERATIONAL,CR1000,ENV,10/16/2015,s/n 69966 initially installed. Removed Dec 12. 2105 and s/n 69961 installed. Discontinued Polling 20180119,50.63694,-120.37207,857,INACTIVE,N/A
5,E206898,Kamloops Brocklehurst,Kamloops Brocklehurst,705 Mayfair St,Kamloops,NON OPERATIONAL,Commercial,MVRD,3/2/1987,Station Closed except BAM 2011-06-08;;PM2.5 TEOM set to record at local temperature and pressure 2011-03-01;;PM2.5 BAM set to record at local temperature and pressure 2011-03-01,50.6975,-120.3969,347,INACTIVE,N/A
416,E206898,Kamloops Brocklehurst BAM,Kamloops Brocklehurst BAM,705 Mayfair Street,Kamloops,NON OPERATIONAL,N/A,ENV,6/6/2011,N/A,50.6975,-120.3969,347,INACTIVE,N/A
66,M116003,Kamloops Brocklehurst,Kamloops Brocklehurst_60,Mayfair Street,Kamloops,NON OPERATIONAL,Commercial,ENV,1/11/1996,Station Closed 2009-12-14,50.6975,-120.3975,347,INACTIVE,N/A
415,E286009,Kamloops Fire Station #2,Kamloops Fire Station #2,1578 Tranquille Road,Kamloops,NON OPERATIONAL,N/A,ENV,6/3/2011,PM2.5=BAM1020;  Started 2011-06-03; Closed 2013-10-28,50.7025,-120.3944,348,INACTIVE,N/A
412,E284909,Kelly Lake MAML,Kelly Lake MAML,Community Hall,Kelly Lake,MOBILE NON OPERATIONAL,N/A,ENV,4/2/2011,Mobile Air Monitoring Laboratory;;Station Closed 2011-04-18,55.2606,-120.0356,867,INACTIVE,N/A
102,0500886,Kelowna College,Kelowna College_60,3333 College Way,Kelowna,OPERATIONAL,Commercial,ENV,10/28/1994,21X  Closed 2009-12-18;CR1000 opened 2016-05-01,49.862336,-119.477367,347,INACTIVE,N/A
571,E317850,Kelowna KLO Road,Kelowna KLO Road,1450 Klo Road,Kelowna,OPERATIONAL,N/A,ENV,9/3/2019 10:12:30 AM,AQHI site for central Okanagan. previous Kelowna College.,49.862119,-119.467461,350,ACTIVE,N/A
68,E272963,Keremeos Municipal Office,Keremeos Municipal Office,702 4th Street,Keremeos,NON OPERATIONAL,Commercial,ENV,1/8/2008,Station Closed 2010-08-23,49.3494,-119.8361,423,INACTIVE,N/A
70,E272963,Keremeos Municipal Office,Keremeos Municipal Office_60,702 4th Street,Keremeos,NON OPERATIONAL,Commercial,ENV,1/8/2008,Station Closed 2010-08-23,49.3494,-119.8361,423,INACTIVE,N/A
359,0440401,Kimberely Lois Creek,Kimberely Lois Creek,Lot 3700,Kimberely,NON OPERATIONAL,Rural,INDUSTRY,1/6/1991,Station closed 1993-11-30,49.7522,-115.9850,0,INACTIVE,N/A
360,0440402,Kimberely Mine Shaft 24,Kimberely Mine Shaft 24,N/A,Kimberely,NON OPERATIONAL,Industrial,INDUSTRY,1/6/1991,Station closed 1993-11-30,49.7147,-115.9967,1500,INACTIVE,N/A
381,E206671,Kitimat Alcan Dock,Kitimat Alcan Dock,Highway 37,Kitimat,NON OPERATIONAL,Industry,INDUSTRY,1/23/1987,Station closed 1991-04-02,53.9883,-128.695,0,INACTIVE,N/A
282,E283510,Kitimat City Centre MAML,Kitimat City Centre MAML,300M E of Hwy 16 & Tsimshian Road,Kitimat,MOBILE NON OPERATIONAL,Commercial,ENV,9/15/2010,Station Closed 2010-12-14;;Station Reopened 2011-05-20;;Station Closed 2011-11-22,54.0553,-128.6544,30,INACTIVE,N/A
72,M106008,Kitimat Eurocan Dock,Kitimat Eurocan Dock_60,N/A,Kitimat,NON OPERATIONAL,Industrial,INDUSTRY,7/10/1996,Station Closed 2010-02-15,53.9950,-128.6783,10,INACTIVE,N/A
271,E282711,Kitimat Haisla Village,Kitimat Haisla Village,347 Haisla Avenue,Kitimat,OPERATIONAL,Commercial; NAPS 103905,INDUSTRY,1/7/2010,HF is a TESSCOM 747A,53.973228,-128.650768,5,ACTIVE,N/A
73,E223616,Kitimat Haul Road,Kitimat Haul Road,Haulage Road,Kitimat,OPERATIONAL,Industrial,INDUSTRY,1/11/1996,NAPS 103902,54.029194,-128.70269,11,ACTIVE,N/A
75,E223616,Kitimat Haul Road,Kitimat Haul Road Met_60,Haulage Road,Kitimat,OPERATIONAL,Industrial,INDUSTRY,10/4/1996,N/A,54.029194,-128.70269,11,ACTIVE,N/A
382,0660601,Kitimat Kildala School,Kitimat Kildala School,803 Columbia Street,Kitimat,NON OPERATIONAL,Residential,INDUSTRY,1/5/1988,Station closed 1995-05-16,54.0542,-128.6722,0,INACTIVE,N/A
383,E207182,Kitimat Minette,Kitimat Minette,Substation Road,Kitimat,NON OPERATIONAL,Industry,INDUSTRY,1/6/1987,Station closed 1996-10-07,54.0325,-128.7122,110,INACTIVE,N/A
76,E223827,Kitimat Rail,Kitimat Rail,CN Rail Yard,Kitimat,NON OPERATIONAL,Industrial,INDUSTRY,9/10/1996,Station Closed 2010-06-25,54.0611,-128.6872,75,INACTIVE,N/A
279,E277529,Kitimat Rio Tinto Alcan KMP Camp,Kitimat Rio Tinto Alcan KMP Camp_60,#1 Smeltersite Road,Kitimat,NON OPERATIONAL,Industry,INDUSTRY,8/18/2010,Closed 25-06-2012,54.0194,-128.7042,17,INACTIVE,N/A
77,E216670,Kitimat Riverlodge,Kitimat Riverlodge,651 Columbia Street,Kitimat,OPERATIONAL,Residential,INDUSTRY,4/5/1995,NAPS 103901,54.05389,-128.671436,18,ACTIVE,N/A
384,0660602,Kitimat Saunders,Kitimat Saunders,9th Avenue,Kitimat,NON OPERATIONAL,Commercial,INDUSTRY,1/6/1987,Station closed 1996-10-09,54.0606,-128.6867,0,INACTIVE,N/A
431,E290529,Kitimat Smeltersite Road,Kitimat Smeltersite Road,KMP Campsite,Kitimat,NON OPERATIONAL,N/A,INDUSTRY,8/14/2012 1:44:22 PM,SO2/BAM closed May 26 @1300 PST; MET closed June 2 @0900 PST,54.018801,-128.700585,2,INACTIVE,N/A
78,E223615,Kitimat Whitesail,Kitimat Whitesail,1332 Lahakas Blvd N,Kitimat,OPERATIONAL,Residential,INDUSTRY,12/7/1996,NAPS 103904,54.066909,-128.639131,94,ACTIVE,N/A
80,E223615,Kitimat Whitesail,Kitimat Whitesail Met_60,1332 Lahakas Blvd N,Kitimat,OPERATIONAL,Residential,INDUSTRY,11/29/1996,21X,54.066909,-128.639131,94,ACTIVE,N/A
418,E286269,Kitimat Yacht Club,Kitimat Yacht Club_60,On Access Road to Plant,Kitimat,OPERATIONAL,N/A,INDUSTRY,6/14/2011,N/A,54.000,-128.692,2,ACTIVE,N/A
82,E255714,Kitwanga School,Kitwanga School Met_60,School Road,Kitwanga,NON OPERATIONAL,Residential,ENV,10/25/2004,N/A,55.1172,-128.0158,253,INACTIVE,N/A
85,E248774,Kwoen Gas Plant,Kwoen Gas Plant_60,Kwoen Gas Plant PO Box 906,Chetwynd,OPERATIONAL,Industrial,INDUSTRY,8/9/2002,N/A,55.3778,-121.7047,665,ACTIVE,N/A
86,E222778,Langdale Elementary,Langdale Elementary,1551 Johnson Road,Langdale,OPERATIONAL,Residential,INDUSTRY,1/12/1995,NAPS 105301,49.438848,-123.479185,90,ACTIVE,N/A
88,M104273,Langdale Ferry Terminal,Langdale Ferry Terminal_60,Ferry Terminal,Langdale,NON OPERATIONAL,Commercial,ENV,11/9/1987,station closed August 9. 2016,49.4344,-123.4691,15,INACTIVE,N/A
323,E206987,Langdale YMCA,Langdale YMCA,Camp Elphinstone,Gibsons,NON OPERATIONAL,Forest,INDUSTRY,1/7/1987,Station Closed 1995-11-30,49.4500,-123.4678,0,INACTIVE,N/A
295,E249735,Langford Dogwood School,Langford Dogwood School,2720 Jacklin Road,Victoria,NON OPERATIONAL,Residential,ENV,12/11/2002,Station Closed 2005-08-11,48.4530,-123.5043,80,INACTIVE,N/A
91,E264882,Langford Lakewood  School,Langford Lakewood  School_60,2363 Setchfield,Victoria,NON OPERATIONAL,Residential,ENV,8/2/2007,Station Closed 2010-09-20,48.4658,-123.5075,100,INACTIVE,N/A
256,E209178,Langley Central,Langley Central,23752 52nd Avenue,Langley,METRO VANCOUVER,Rural,MVRD,6/6/1992,GVRD T027,49.0956,-122.5669,82,ACTIVE,N/A
324,M110515,Langley Peterson,Langley Peterson,Peterson Road,Langley,NON OPERATIONAL,Rural,ENV,2/19/1987,Station Closed 1996-03-12,49.0872,-122.5733,110,INACTIVE,N/A
328,E206707,Langley Peterson School,Langley Peterson School,Peterson Road,Langley,NON OPERATIONAL,Residential,ENV,12/6/1986,Station Closed 1991-05-22,49.0875,-122.5722,0,INACTIVE,N/A
490,E304590,Lavington Baptist Church,Lavington Baptist Church,9681 School Road,Coldstream,OPERATIONAL,N/A,ENV,11/9/2015,N/A,50.2308100,-119.1067400,537,INACTIVE,N/A
92,0770709,Mackenzie,Mackenzie,Worthington Mackenzie,Mackenzie,NON OPERATIONAL,Industrial,INDUSTRY,1/9/1991,Station Closed 2009-02-06,55.3363,-123.0955,645,INACTIVE,N/A
385,E230577,Manalta,Manalta,Telkwa Coal Mine Road,Telkwa,NON OPERATIONAL,Industrial,INDUSTRY,1/20/1998,Station closed 2000-08-30,54.6450,-127.1203,0,INACTIVE,N/A
258,E232245,Maple Ridge Golden Ears School,Maple Ridge Golden Ears School,23124 118th Avenue,Maple Ridge,METRO VANCOUVER,Residential,MVRD,1/2/1998,GVRD T030,49.2150,-122.5819,100,ACTIVE,N/A
343,0605040,Merritt City Hall,Merritt City Hall,2185 Voght Street,Merritt,NON OPERATIONAL,Residential,ENV,2/9/1998,Station closed 1998-09-22,50.1128,-121.7889,500,INACTIVE,N/A
344,E237431,Merritt Granite-Garcia Mobile,Merritt Granite-Garcia Mobile,2113 Granite Street,Merritt,NON OPERATIONAL,Residential,ENV,5/14/1999,Station closed 2000-05-29,50.1128,-121.7889,500,INACTIVE,N/A
94,E264682,Merritt Parcel Street,Merritt Parcel Street Met_60,1301 Parcel Street,Merritt,OPERATIONAL,Residential,ENV,4/12/2006,21X until 20160530  CR1000,50.1050,-120.7921,603,ACTIVE,N/A
474,E302130,Mission School Works Yard,Mission School Works Yard,32939 7th Avenue,Mission,METRO VANCOUVER,GVRD T043,MVRD,8/7/2014,GVRD T043,49.141490,-122.311078,74,ACTIVE,N/A
476,E302130,Mission School Works Yard,Mission School Works Yard Met,32939 7th Avenue,Mission,METRO VANCOUVER,GVRD T043,MVRD,5/20/2015 2:57:03 PM,N/A,49.141490,-122.311078,74,ACTIVE,N/A
215,E277629,Moricetown MAML,Moricetown MAML,200 Block Beaver Road,Moricetown,MOBILE NON OPERATIONAL,Rural,ENV,10/22/2009,Mobile Air Monitoring Laboratory;;Station Closed 2009-12-11,N/A,N/A,0,INACTIVE,N/A
361,M114216,Nelson,Nelson,Nelson Airport,Nelson,NON OPERATIONAL,Commercial,ENV,10/23/1985,Station closed 1987-09-22,49.4928,-117.2969,538,INACTIVE,N/A
89,E258315,Nelson Kutenai Place,Nelson Kutenai Place,333 Victoria Street,Nelson,NON OPERATIONAL,Residential,ENV,3/23/2005,PM2.5 and PM10 TEOM set to record at local temperature and pressure 2011-02-22; Station closed 2015-04-23 @1200 PST,49.4908,-117.2952,542,INACTIVE,N/A
96,E260397,New Hazelton School,New Hazelton School Met_60,3275 Bowser Street,New Hazelton,NON OPERATIONAL,Residential,ENV,11/8/2005,21X,55.2452,-127.5861,321,INACTIVE,N/A
530,E308566,New Westminster Sapperton Park,New Westminster Sapperton Park,351 E Columbia Street,New Westminster,METRO VANCOUVER,N/A,MVRD,11/1/2015,GVRD T046,49.227045,-122.894487,45,ACTIVE,N/A
531,E308566,New Westminster Sapperton Park,New Westminster Sapperton Park Met,351 E Columbia Street,New Westminster,METRO VANCOUVER,GVRD T046,MVRD,11/1/2015,N/A,49.227045,-122.894487,45,ACTIVE,N/A
252,E244516,North Burnaby Capitol Hill,North Burnaby Capitol Hill,Grosvenor Crescent,Burnaby,METRO VANCOUVER,Residential,MVRD,1/1/2000,GVRD T023,49.2878,-122.9856,200,ACTIVE,N/A
246,E207723,North Delta,North Delta,8544 116 Street,Delta,METRO VANCOUVER,Residential,MVRD,1/6/1987,GVRD T013,49.1583,-122.9017,111,ACTIVE,N/A
255,E209177,North Vancouver Mahon Park,North Vancouver Mahon Park,16th Street and Jones Avenue,North Vancouver,METRO VANCOUVER,Residential,MVRD,4/1/1990,GVRD T026,49.3239,-123.0836,80,ACTIVE,N/A
243,0310179,North Vancouver Second Narrows,North Vancouver Second Narrows,75 Riverside Drive,North Vancouver,METRO VANCOUVER,Commercial,MVRD,1/4/1977,GVRD T006,49.3017,-123.0203,15,ACTIVE,N/A
362,E222689,Northport Washington,Northport Washington,Flat Creek Road,Spokane,NON OPERATIONAL,Undeveloped,INDUSTRY,12/21/1995,Station closed 2003-12-31,48.9256,-117.7797,420,INACTIVE,N/A
12,E257415,Osoyoos Canada Customs,Osoyoos Canada Customs,202 Hwy 97S,Osoyoos,NON OPERATIONAL,Residential,MVRD,11/1/2004,Ambient shut down 2012-05-01,49.0000,-119.4625,308,INACTIVE,N/A
120,E257415,Osoyoos Canada Customs,Osoyoos Canada Customs_60,202 Highway 97 South,Osoyoos,NON OPERATIONAL,Residential,MVRD,11/1/2004,Station Closed 2009-02-26,49.0000,-119.4625,308,INACTIVE,N/A
345,E244775,Osoyoos Shaw Gardens,Osoyoos Shaw Gardens,6601 89the Street,Osoyoos,NON OPERATIONAL,Residential,INDUSTRY,1/8/2001,Station closed 2002-09-10,49.0322,-119.4689,297,INACTIVE,N/A
233,E278829,PG Marsulex,PG Marsulex Met_60,3025 Industrial Way,Prince George,OPERATIONAL,Industrial,INDUSTRY,4/30/2010,N/A,53.8450,-122.6672,595,ACTIVE,N/A
485,E304453,Peace Valley Attachie Flat Upper Terrace,Peace Valley Attachie Flat Upper Terrace_60,Fenced-in area of flat field,Fort St John,BC HYDRO,N/A,INDUSTRY-BCH,10/28/2015,Communications started January 13. 2016,56.231213,-121.4194400,480,ACTIVE,N/A
540,E304453,Peace Valley Attachie Flat Upper Terrace,Peace Valley Attachie Flat Upper Terrace_Met_60,Fenced-in area of flat field,Fort St John,BC HYDRO,N/A,INDUSTRY-BCH,12/12/2017 3:47:58 PM,N/A,56.231213,-121.4194400,480,ACTIVE,N/A
346,0500869,Penticton Carmi School,Penticton Carmi School,Carmi School,Penticton,NON OPERATIONAL,Residential,MVRD,11/21/1983,Station closed 1987-06-04,49.4847,-119.5833,0,INACTIVE,N/A
400,0770701,Pine River Airport,Pine River Airport,Airport,Chetwynd,NON OPERATIONAL,Commercial,INDUSTRY,1/4/1993,Station closed 1999-04-22,55.6778,-121.6250,0,INACTIVE,N/A
401,0770702,Pine River Bend River Ranch,Pine River Bend River Ranch,Hasler Flats,Chetwynd,NON OPERATIONAL,Industrial,INDUSTRY,1/4/1993,Station closed 1999-05-20,55.6222,-121.9167,0,INACTIVE,N/A
107,0770703,Pine River Gas Plant,Pine River Gas Plant_60,Gas Plant at end of Airstrip,Chetwynd,OPERATIONAL,Industrial,INDUSTRY,1/4/1993,NAPS 103702,55.570022,-121.928814,1159,ACTIVE,N/A
110,E237631,Pine River Hasler,Pine River Hasler_60,Gas Plant next to Pumphouse,Chetwynd,OPERATIONAL,Industrial,INDUSTRY,5/26/1999,NAPS 103704,55.601678,-121.99348,602,ACTIVE,N/A
330,M110510,Pitt Meadows,Pitt Meadows,N/A,Pitt Meadows,NON OPERATIONAL,Rural,ENV,10/4/1985,Station Closed 1996-03-13,49.2167,-122.7167,3,INACTIVE,N/A
